s.no.,name,Company-Name,Location,Year,Kilometers_Driven,Fuel_type,Transmission,Owner_type,Mileage,Engine,power,seats,New_price,Price,Depreciation_percent
3988,"Tata Indigo eCS eLX BS IV",Tata,Ahmedabad,2013,31000,Diesel,Manual,First,25,1396,69.01,5,,2.7,NULL
3989,"Ford Figo 2015-2019 1.5D Ambiente MT",Ford,Chennai,2016,70000,Diesel,Manual,First,25.83,1498,99,5,,4.6,NULL
3990,"Maruti Swift Dzire VDI",Maruti,Jaipur,2014,61000,Diesel,Manual,First,23.4,1248,74,5,,5.35,NULL
3991,"Nissan Micra Diesel XV Primo",Nissan,Pune,2011,72000,Diesel,Manual,First,23.08,1461,63.1,5,,2.3,NULL
3992,"Skoda Octavia Style Plus 2.0 TDI AT",Skoda,Delhi,2016,49000,Diesel,Automatic,First,19.3,1968,141,5,,15.45,NULL
3993,"Volkswagen Jetta 2013-2015 2.0L TDI Highline AT",Volkswagen,Hyderabad,2014,42939,Diesel,Automatic,First,16.96,1968,138.03,5,,12.49,NULL
3994,"Audi Q7 35 TDI Quattro Technology",Audi,Coimbatore,2016,32545,Diesel,Automatic,First,12.07,2967,241.4,7,,48.76,NULL
3995,"Hyundai i20 1.2 Sportz",Hyundai,Pune,2011,54000,Petrol,Manual,First,17,1197,80,5,,3.2,NULL
3996,"BMW 3 Series 320d Corporate Edition",BMW,Delhi,2012,76000,Diesel,Automatic,First,16.07,1995,181,4,,8.75,NULL
3997,"Hyundai i20 Active 1.4 SX Dual Tone",Hyundai,Kolkata,2015,27000,Diesel,Manual,First,21.19,1396,88.73,5,,5.99,NULL
3998,"Mahindra Scorpio 2.6 DX",Mahindra,Chennai,2005,120000,Diesel,Manual,Second,12.7,2609,116.6,8,,2.9,NULL
3999,"Audi A4 3.2 FSI Tiptronic Quattro",Audi,Hyderabad,2012,125000,Petrol,Automatic,First,10.5,3197,NULL,0,,18,NULL
4000,"Ford Figo Diesel EXI",Ford,Kolkata,2011,37000,Diesel,Manual,First,20,1399,68.05,5,,1.8,NULL
4001,"Honda Accord 2.4 Inspire M/T",Honda,Mumbai,2012,42000,Petrol,Manual,First,9.8,2354,180,5,,6.25,NULL
4002,"Hyundai i20 Sportz 1.4 CRDi",Hyundai,Bangalore,2013,60000,Diesel,Manual,First,21.9,1396,88.76,5,,5.45,NULL
4003,"Jaguar XF 2.2 Litre Luxury",Jaguar,Mumbai,2018,3000,Diesel,Automatic,First,16.36,2179,187.7,5,,52.5,NULL
4004,"Hyundai Verna 1.6 SX VTVT (O) AT",Hyundai,Mumbai,2013,44000,Petrol,Automatic,First,17.1,1591,121.4,5,,5.6,NULL
4005,"Honda City i VTEC VX Option",Honda,Kolkata,2014,37000,Petrol,Manual,First,17.4,1497,117.3,5,,6.45,NULL
4006,"Hyundai i20 Asta Optional with Sunroof 1.2",Hyundai,Mumbai,2012,50000,Petrol,Manual,First,18.5,1197,82.85,5,,3.7,NULL
4007,"Honda Brio S MT",Honda,Chennai,2013,58581,Petrol,Manual,First,19.4,1198,86.8,5,,3.49,NULL
4008,"Hyundai i20 Sportz 1.4 CRDi",Hyundai,Kolkata,2013,25500,Diesel,Manual,First,21.9,1396,88.76,5,,3.55,NULL
4009,"Maruti Grand Vitara 2.4 MT",Maruti,Mumbai,2017,25000,Petrol,Manual,First,10.4,2393,163.5,5,,9,NULL
4010,"Maruti A-Star Vxi",Maruti,Hyderabad,2011,53766,Petrol,Manual,First,19,998,66.1,5,,2.7,NULL
4011,"Fiat Punto 1.3 Emotion",Fiat,Pune,2011,45271,Diesel,Manual,First,20.3,,NULL,,,2.6,NULL
4012,"Maruti Alto LXi",Maruti,Chennai,2006,68000,Petrol,Manual,First,19.7,796,46.3,5,,1.5,NULL
4013,"Mahindra XUV500 W10 2WD",Mahindra,Jaipur,2017,40000,Diesel,Manual,First,16,2179,140,7,,15.9,NULL
4014,"Maruti Swift RS VDI",Maruti,Hyderabad,2013,73212,Diesel,Manual,First,22.9,1248,74,5,,5.2,NULL
4015,"BMW X1 sDrive20d",BMW,Mumbai,2014,69000,Diesel,Automatic,First,17.05,1995,184,5,,16.25,NULL
4016,"Volkswagen Passat 2.0 PD DSG",Volkswagen,Mumbai,2007,61932,Diesel,Automatic,Second,14.3,1968,140,5,,3.31,NULL
4017,"BMW X3 xDrive20d",BMW,Bangalore,2012,52000,Diesel,Automatic,First,16.09,1995,184,5,,24,NULL
4018,"Maruti Ritz VXi",Maruti,Kolkata,2011,150000,Petrol,Manual,First,18.5,1197,85.8,5,,2.5,NULL
4019,"Hyundai i20 Sportz 1.4 CRDi",Hyundai,Jaipur,2013,70933,Diesel,Manual,Second,21.9,1396,88.76,5,,3.9,NULL
4020,"Maruti Swift VDI BSIV",Maruti,Kolkata,2013,115195,Diesel,Manual,First,25.2,1248,74,5,,3.85,NULL
4021,"Mercedes-Benz New C-Class 200 Kompressor",Mercedes-Benz,Delhi,2011,62148,Petrol,Manual,First,11.7,1796,178,5,,8.8,NULL
4022,"Toyota Corolla Altis 1.8 GL",Toyota,Chennai,2009,32000,Petrol,Manual,Second,14.28,1798,138.03,5,22.66,4.95,78.15533980582524
4023,"Hyundai Verna 1.6 SX CRDi (O)",Hyundai,Kolkata,2014,58000,Diesel,Manual,First,22.32,1582,126.32,5,,5.75,NULL
4024,"Renault Duster 110PS Diesel RxZ",Renault,Kochi,2014,68598,Diesel,Manual,First,19.01,1461,108.45,5,,6.17,NULL
4025,"Maruti Swift Ldi BSIII",Maruti,Chennai,2010,84072,Diesel,Manual,First,17.8,1248,75,5,,3.45,NULL
4026,"Maruti Alto K10 VXI",Maruti,Jaipur,2016,51264,Petrol,Manual,First,24.07,998,67.1,5,4.24,3.2,24.528301886792452
4027,"Hyundai Creta 1.6 SX Plus Petrol Automatic",Hyundai,Coimbatore,2017,21363,Petrol,Automatic,First,13,1591,121.3,5,,13.49,NULL
4028,"Mercedes-Benz CLA 200 CGI Sport",Mercedes-Benz,Delhi,2016,40000,Petrol,Automatic,First,15.04,1991,183,5,41.02,24.5,40.273037542662124
4029,"Honda CR-V 2.4 4WD AT",Honda,Kolkata,2015,35000,Petrol,Automatic,First,10.1,2354,152,5,,14.7,NULL
4030,"Ford Ecosport 1.5 DV5 MT Trend",Ford,Hyderabad,2014,55000,Diesel,Manual,First,22.7,1498,89.84,5,,6,NULL
4031,"Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde",Mercedes-Benz,Coimbatore,2016,43252,Diesel,Automatic,First,13,2143,204,5,,34.18,NULL
4032,"Hyundai Grand i10 CRDi Magna",Hyundai,Delhi,2014,42000,Diesel,Manual,First,24,1120,70,5,,3.5,NULL
4033,"Ford Fiesta 1.4 Duratec ZXI",Ford,Hyderabad,2006,69000,Petrol,Manual,First,16.6,1388,68,5,,2.15,NULL
4034,"Hyundai Creta 1.6 SX Automatic Diesel",Hyundai,Kolkata,2018,14000,Diesel,Automatic,First,17.6,1582,126.2,5,17,11.25,33.82352941176471
4035,"Maruti A-Star Lxi",Maruti,Delhi,2010,70000,Petrol,Manual,First,19,998,66.1,5,,2,NULL
4036,"Maruti Ritz LDi",Maruti,Kochi,2015,35314,Diesel,Manual,First,23.2,1248,73.94,5,,4.27,NULL
4037,"Honda City i VTEC SV",Honda,Kochi,2017,38691,Petrol,Manual,First,17.8,1497,117.3,5,,7.68,NULL
4038,"Toyota Innova 2.5 GX (Diesel) 7 Seater",Toyota,Coimbatore,2017,72717,Diesel,Manual,First,12.99,2494,100.6,7,,14.52,NULL
4039,"Mercedes-Benz R-Class R350 4Matic Long",Mercedes-Benz,Mumbai,2011,82000,Petrol,Automatic,Second,11.8,3498,272,7,,16.85,NULL
4040,"Skoda Rapid 1.5 TDI Elegance",Skoda,Mumbai,2015,44000,Diesel,Manual,First,21.14,1498,103.52,5,,5.75,NULL
4041,"Ford Ecosport 1.5 Ti VCT MT Titanium",Ford,Mumbai,2017,27000,Petrol,Manual,First,15.8,1499,110,5,,8.3,NULL
4042,"Maruti Celerio VXI AT",Maruti,Chennai,2014,18500,Petrol,Automatic,First,23.1,998,67.04,5,,3.95,NULL
4043,"Volkswagen Vento Petrol Highline",Volkswagen,Mumbai,2014,45000,Petrol,Manual,First,15.04,1598,103.6,5,,4.8,NULL
4044,"Volvo XC60 D5",Volvo,Ahmedabad,2011,173000,Diesel,Automatic,First,13.5,2400,215,5,,12,NULL
4045,"Toyota Etios Cross 1.4 GD",Toyota,Ahmedabad,2017,42000,Diesel,Manual,First,23.59,1364,67.04,5,,6.25,NULL
4046,"Tata Indica Vista TDI LX",Tata,Jaipur,2012,90000,Diesel,Manual,First,19.4,1405,70,5,,2.5,NULL
4047,"Honda City i VTEC CVT VX",Honda,Pune,2014,82329,Petrol,Automatic,First,18,1497,117.3,5,,7.5,NULL
4048,"Honda City 1.5 V MT",Honda,Delhi,2010,80302,Petrol,Manual,First,17,1497,118,5,,3.5,NULL
4049,"Skoda Octavia Rider Classic 1.9 TDI",Skoda,Hyderabad,2005,105000,Diesel,Manual,First,18.7,1896,66,5,,1.99,NULL
4050,"Toyota Corolla 1.8 J",Toyota,Kolkata,2009,60000,Petrol,Manual,First,14.53,1798,138,5,,2.25,NULL
4051,"Toyota Etios G",Toyota,Delhi,2014,70000,Petrol,Manual,First,16.78,1496,88.73,5,,3.25,NULL
4052,"BMW X1 sDrive20d",BMW,Bangalore,2016,45000,Diesel,Automatic,First,17.05,1995,184,5,,28.5,NULL
4053,"Honda City ZX CVT",Honda,Kolkata,2006,44000,Petrol,Automatic,First,16.4,1497,78,5,,1.5,NULL
4054,"Hyundai i20 Sportz 1.4 CRDi",Hyundai,Delhi,2017,25500,Diesel,Manual,First,22.54,1396,88.73,5,,7,NULL
4055,"Mercedes-Benz E-Class E350 CDI",Mercedes-Benz,Delhi,2014,68000,Diesel,Automatic,First,13,2987,261.5,5,,27.5,NULL
4056,"Hyundai Creta 1.6 CRDi SX Option",Hyundai,Ahmedabad,2015,61786,Diesel,Manual,First,19.67,1582,126.2,5,,10.5,NULL
4057,"Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus",Audi,Jaipur,2014,65000,Diesel,Automatic,Second,15.73,1968,174.33,5,,21.5,NULL
4058,"Land Rover Discovery Sport TD4 HSE",Land,Delhi,2016,77000,Diesel,Automatic,First,12.63,2179,147.5,5,,35,NULL
4059,"Skoda Rapid 1.5 TDI AT Elegance Plus",Skoda,Hyderabad,2015,34000,Diesel,Automatic,First,21.66,1498,103.52,5,,7.99,NULL
4060,"Maruti Celerio VXI AT",Maruti,Coimbatore,2015,59751,Petrol,Automatic,First,23.1,998,67.04,5,,4.88,NULL
4061,"Audi RS5 Coupe",Audi,Mumbai,2013,23312,Petrol,Automatic,First,11.05,2894,444,4,128,40.5,68.359375
4062,"Maruti Ciaz ZXi Plus",Maruti,Mumbai,2015,30000,Petrol,Manual,First,20.73,1373,91.1,5,,6.55,NULL
4063,"Audi Q5 2.0 TDI Premium Plus",Audi,Coimbatore,2015,60146,Diesel,Automatic,First,14.16,1968,174.3,5,,29.64,NULL
4064,"Ford Figo Diesel Titanium",Ford,Coimbatore,2013,44731,Diesel,Manual,Second,20,1399,68,5,,4.34,NULL
4065,"Ford Ecosport 1.0 Ecoboost Titanium",Ford,Kochi,2014,43316,Petrol,Manual,First,18.88,999,123.37,5,,6.22,NULL
4066,"Honda City 1.5 S MT",Honda,Delhi,2009,92000,Petrol,Manual,Second,17,1497,118,5,,2.25,NULL
4067,"Jaguar XF 2.2 Litre Luxury",Jaguar,Hyderabad,2015,50000,Diesel,Automatic,First,16.36,2179,187.7,5,,38,NULL
4068,"Maruti Swift VXI BSIV",Maruti,Mumbai,2008,69000,Petrol,Manual,Second,20.4,1197,81.8,5,,2.15,NULL
4069,"BMW 5 Series 520d Luxury Line",BMW,Coimbatore,2014,60280,Diesel,Automatic,First,22.48,1995,190,5,63.71,22.45,64.76220373567729
4070,"Mercedes-Benz B Class B200 CDI",Mercedes-Benz,Coimbatore,2017,48161,Diesel,Automatic,First,15,2143,107.3,5,,20.87,NULL
4071,"Honda Brio S MT",Honda,Mumbai,2013,41000,Petrol,Manual,First,19.4,1198,86.8,5,,3.1,NULL
4072,"Hyundai i20 Sportz 1.2",Hyundai,Mumbai,2016,6000,Petrol,Manual,First,18.6,1197,81.83,5,,5.95,NULL
4073,"Tata Indica V2 DLG TC",Tata,Mumbai,2006,133000,Diesel,Manual,Second,16.8,1405,68,5,,0.86,NULL
4074,"Toyota Fortuner 3.0 Diesel",Toyota,Delhi,2010,76000,Diesel,Manual,First,11.5,2982,171,7,,9.25,NULL
4075,"Hyundai i10 Sportz 1.1L",Hyundai,Mumbai,2011,15590,Petrol,Manual,First,19.81,1086,68.05,5,,2.25,NULL
4076,"Hyundai i20 1.2 Sportz Option",Hyundai,Kochi,2016,69681,Petrol,Manual,First,17,1197,80,5,,6.13,NULL
4077,"Maruti Baleno LXI - BSIII",Maruti,Kochi,2006,70362,Petrol,Manual,Second,15.4,1590,NULL,5,,1.81,NULL
4078,"Honda Amaze S AT i-Vtech",Honda,Pune,2014,49112,Petrol,Automatic,Second,15.5,1198,86.7,5,,3.79,NULL
4079,"Land Rover Range Rover 3.0 Diesel LWB Vogue",Land,Hyderabad,2017,25000,Diesel,Automatic,First,13.33,2993,255,5,229.99999999999997,160,30.43478260869564
4080,"Toyota Etios Liva GD",Toyota,Mumbai,2011,74000,Diesel,Manual,First,23.59,1364,NULL,5,,3.6,NULL
4081,"Hyundai i10 Sportz 1.2 AT",Hyundai,Pune,2013,15200,Petrol,Automatic,Second,16.95,1197,78.9,5,,3.85,NULL
4082,"Volkswagen Polo Diesel Trendline 1.2L",Volkswagen,Hyderabad,2013,86300,Diesel,Manual,First,22.07,1199,73.9,5,,4.5,NULL
4083,"Maruti Baleno RS Petrol",Maruti,Coimbatore,2018,26731,Petrol,Manual,First,21.1,998,100,5,10.89,8.61,20.936639118457308
4084,"Hyundai i20 Sportz 1.4 CRDi",Hyundai,Ahmedabad,2016,74000,Diesel,Manual,First,21.9,1396,88.76,5,,6.5,NULL
4085,"Toyota Corolla H4",Toyota,Chennai,2005,83929,Petrol,Automatic,First,11.3,1794,125,5,,2.6,NULL
4086,"Toyota Innova 2.5 VX (Diesel) 7 Seater",Toyota,Pune,2015,65000,Diesel,Manual,First,12.99,2494,100.6,7,,15,NULL
4087,"Maruti Celerio VXI AT Optional",Maruti,Pune,2017,20000,Petrol,Automatic,First,23.1,998,67.04,5,,4.7,NULL
4088,"Skoda Octavia Elegance 2.0 TDI AT",Skoda,Hyderabad,2015,122086,Diesel,Automatic,First,19.3,1968,141,5,,12.99,NULL
4089,"Honda Mobilio S i VTEC",Honda,Kochi,2018,35442,Petrol,Manual,First,17.3,1497,117.3,7,,7.32,NULL
4090,"Hyundai Verna 1.6 CRDi SX",Hyundai,Delhi,2015,62542,Diesel,Manual,Second,23.9,1582,126.2,5,,6.5,NULL
4091,"Honda City 1.5 S MT",Honda,Coimbatore,2012,26671,Petrol,Manual,Second,17,1497,118,5,,5.67,NULL
4092,"Ford Classic 1.4 Duratorq Titanium",Ford,Chennai,2014,83500,Diesel,Manual,Second,19.68,1399,67,5,,3,NULL
4093,"Maruti Ciaz ZDi",Maruti,Delhi,2015,46166,Diesel,Manual,Second,26.21,1248,88.5,5,,5.5,NULL
4094,"Maruti Wagon R VXI BS IV",Maruti,Pune,2015,25200,Petrol,Manual,First,18.9,998,67.1,5,,3.35,NULL
4095,"Audi A4 3.0 TDI Quattro",Audi,Coimbatore,2015,35463,Diesel,Automatic,First,14.94,2967,241.4,5,,25.02,NULL
4096,"Toyota Camry Hybrid 2.5",Toyota,Coimbatore,2017,23249,Petrol,Automatic,First,19.16,2487,175.67,5,40.62,26.11,35.72131954702117
4097,"Hyundai i20 Asta 1.2",Hyundai,Coimbatore,2016,40310,Petrol,Manual,First,18.6,1197,81.83,5,,7.09,NULL
4098,"Maruti SX4 Green Vxi (CNG)",Maruti,Delhi,2012,82069,CNG,Manual,First,21.4,1586,103.3,5,,2.65,NULL
4099,"Hyundai Grand i10 1.2 Kappa Asta",Hyundai,Delhi,2018,10000,Petrol,Manual,First,18.9,1197,81.86,5,7.54,6.5,13.793103448275861
4100,"Volkswagen Polo Diesel Trendline 1.2L",Volkswagen,Chennai,2012,94000,Diesel,Manual,First,22.07,1199,73.9,5,,4.5,NULL
4101,"BMW X5 xDrive 30d M Sport",BMW,Chennai,2016,45000,Diesel,Automatic,First,15.97,2993,258,5,,57,NULL
4102,"Volkswagen Polo Petrol Comfortline 1.2L",Volkswagen,Kochi,2012,52818,Petrol,Manual,First,16.47,1198,73.9,5,,3.82,NULL
4103,"Renault Duster 85PS Diesel RxE",Renault,Jaipur,2013,61238,Diesel,Manual,First,20.45,1461,83.8,5,,5.25,NULL
4104,"Skoda Superb Style 1.8 TSI AT",Skoda,Coimbatore,2016,54253,Petrol,Automatic,First,14.67,1798,177.46,5,30.19,16.81,44.31931103014244
4105,"Audi Q5 2.0 TDI",Audi,Delhi,2013,71000,Diesel,Automatic,First,14.16,1968,174.3,5,,21.5,NULL
4106,"Maruti Baleno Delta 1.3",Maruti,Hyderabad,2017,20000,Diesel,Manual,First,27.39,1248,74,5,,8.5,NULL
4107,"Volkswagen Polo Petrol Comfortline 1.2L",Volkswagen,Delhi,2013,75000,Petrol,Manual,First,16.47,1198,73.9,5,,3.25,NULL
4108,"Mitsubishi Pajero Sport 4X4 AT",Mitsubishi,Coimbatore,2019,11827,Diesel,Automatic,First,13.5,2477,175.56,6,,27.11,NULL
4109,"Maruti Ciaz VXi Plus",Maruti,Mumbai,2015,51579,Petrol,Manual,First,20.73,1373,91.1,5,,5.95,NULL
4110,"Renault Duster 85PS Diesel RxL Option",Renault,Kochi,2015,65178,Diesel,Manual,First,19.87,1461,83.8,5,,6.79,NULL
4111,"Hyundai EON D Lite Plus Option",Hyundai,Mumbai,2016,25350,Petrol,Manual,First,21.1,814,55.2,5,,2.55,NULL
4112,"Honda CR-V 2.4 MT",Honda,Pune,2008,92000,Petrol,Manual,Second,10.8,2354,152,5,,3.7,NULL
4113,"Hyundai Verna 1.6 SX VTVT",Hyundai,Bangalore,2014,45000,Petrol,Manual,Second,17.01,1591,121.3,5,,6.75,NULL
4114,"Toyota Corolla Altis JS MT",Toyota,Kolkata,2015,46000,Petrol,Manual,First,14.28,1798,138.03,5,,6.95,NULL
4115,"Maruti SX4 ZXI MT BSIV",Maruti,Kochi,2011,79940,Petrol,Manual,First,15.5,1586,103.3,5,,2.78,NULL
4116,"Volkswagen Polo Petrol Comfortline 1.2L",Volkswagen,Coimbatore,2016,28851,Petrol,Manual,First,16.47,1198,73.9,5,,6.18,NULL
4117,"Audi Q5 30 TDI quattro Premium Plus",Audi,Bangalore,2015,63000,Diesel,Automatic,First,14.16,1968,174.3,5,,36,NULL
4118,"Honda City 1.5 V MT",Honda,Coimbatore,2012,77283,Petrol,Manual,First,17,1497,118,5,,5.81,NULL
4119,"Maruti Wagon R VXI",Maruti,Pune,2014,38958,Petrol,Manual,First,22.5,998,67.04,5,5.56,3.41,38.66906474820143
4120,"Mitsubishi Pajero Sport 4X4 AT",Mitsubishi,Bangalore,2018,8900,Diesel,Automatic,First,13.5,2477,175.56,6,,26.5,NULL
4121,"Skoda Octavia Elegance 1.8 TSI AT",Skoda,Hyderabad,2015,38000,Petrol,Automatic,First,14.7,1798,177.5,5,,16,NULL
4122,"Hyundai Creta 1.6 CRDi SX Option",Hyundai,Kochi,2017,44887,Diesel,Manual,First,19.67,1582,126.2,5,,12.13,NULL
4123,"Maruti Alto LXi BSIII",Maruti,Hyderabad,2009,85000,Petrol,Manual,Second,19.7,796,46.3,5,,1.8,NULL
4124,"Honda City V MT",Honda,Pune,2013,100000,Petrol,Manual,First,16.8,1497,116.3,5,,6.25,NULL
4125,"Datsun redi-GO S",Datsun,Chennai,2016,26239,Petrol,Manual,First,22.7,799,53,5,4.43,2.75,37.92325056433408
4126,"Skoda Yeti Ambition 4WD",Skoda,Pune,2011,97000,Diesel,Manual,First,17.67,1968,138.08,5,,6,NULL
4127,"Mercedes-Benz B Class B180",Mercedes-Benz,Delhi,2013,28000,Petrol,Automatic,First,14.8,1595,120.7,5,,11.56,NULL
4128,"Volkswagen Polo GT TSI",Volkswagen,Mumbai,2014,20364,Petrol,Automatic,Second,17.21,1197,103.6,5,,5.2,NULL
4129,"Ford EcoSport 1.5 TDCi Titanium",Ford,Coimbatore,2014,64637,Diesel,Manual,First,22.77,1498,98.59,5,,7.52,NULL
4130,"Hyundai Creta 1.6 SX Plus Dual Tone Petrol",Hyundai,Coimbatore,2017,15731,Petrol,Manual,First,15.29,1591,121.3,5,,12.49,NULL
4131,"Toyota Fortuner 2.8 2WD MT",Toyota,Coimbatore,2019,56251,Diesel,Manual,First,14.24,2755,174.5,7,37.17,35.82,3.631961259079907
4132,"Maruti Swift Dzire ZXI",Maruti,Chennai,2017,28000,Petrol,Manual,First,20.85,1197,83.14,5,,6.25,NULL
4133,"Hyundai i20 1.2 Asta with AVN",Hyundai,Coimbatore,2015,20045,Petrol,Manual,First,17,1197,80,5,,6.22,NULL
4134,"Honda BR-V i-VTEC S MT",Honda,Bangalore,2016,34004,Petrol,Manual,First,15.4,1497,117.3,7,12.9,8.02,37.82945736434109
4135,"Maruti Celerio ZXI",Maruti,Mumbai,2014,21000,Petrol,Manual,First,23.1,998,67.04,5,,3.75,NULL
4136,"Mercedes-Benz E-Class 2009-2013 E350 Petrol",Mercedes-Benz,Mumbai,2009,68001,Petrol,Automatic,Second,10.93,3498,272,5,,11.75,NULL
4137,"Hyundai i10 Magna 1.2 iTech SE",Hyundai,Kolkata,2012,31000,Petrol,Manual,First,20.36,1197,78.9,5,,2.25,NULL
4138,"Toyota Etios Liva V",Toyota,Mumbai,2013,8950,Petrol,Manual,First,17.71,1197,78.9,5,,3.55,NULL
4139,"Mercedes-Benz E-Class 2015-2017 E250 Edition E",Mercedes-Benz,Coimbatore,2017,43477,Diesel,Automatic,First,15,2143,204,5,,38.15,NULL
4140,"Hyundai EON D Lite Plus",Hyundai,Ahmedabad,2015,20000,Petrol,Manual,First,21.1,814,55.2,5,,2.66,NULL
4141,"Maruti Wagon R CNG LXI",Maruti,Mumbai,2014,47200,CNG,Manual,First,33.54,998,67.04,5,5.58,2.85,48.924731182795696
4142,"Honda City 1.5 S MT",Honda,Bangalore,2011,60000,Petrol,Manual,First,17,1497,118,5,,4.95,NULL
4143,"Mercedes-Benz S-Class 280 AT",Mercedes-Benz,Chennai,2003,111000,Petrol,Automatic,First,13,2987,210,5,,6.5,NULL
4144,"Tata Indigo CS eVX",Tata,Pune,2016,52000,Diesel,Manual,Second,25,1396,69.01,5,,2.4,NULL
4145,"Hyundai Creta 1.6 VTVT S",Hyundai,Pune,2016,26000,Petrol,Manual,First,15.29,1591,121.3,5,,12.5,NULL
4146,"Maruti Wagon R LXI BS IV",Maruti,Pune,2013,32425,Petrol,Manual,First,20.51,998,67.04,5,,3,NULL
4147,"Maruti Dzire VDI",Maruti,Kochi,2017,54758,Diesel,Manual,First,28.4,1248,73.75,5,8.58,6.67,22.26107226107226
4148,"Ford Ikon 1.3 Flair",Ford,Coimbatore,2008,59833,Petrol,Manual,"Fourth & Above",13.8,1299,70,5,,1.97,NULL
4149,"Volkswagen Polo Petrol Comfortline 1.2L",Volkswagen,Kolkata,2013,30000,Petrol,Manual,First,16.47,1198,73.9,5,,2.8,NULL
4150,"Hyundai i10 Magna 1.2",Hyundai,Jaipur,2011,40496,Petrol,Manual,First,20.36,1197,78.9,5,,2.65,NULL
4151,"Chevrolet Enjoy 1.3 TCDi LTZ 8",Chevrolet,Chennai,2014,45000,Diesel,Manual,First,18.2,1248,73.74,8,,4.75,NULL
4152,"Land Rover Range Rover 3.0 D",Land,Mumbai,2003,75000,Diesel,Automatic,Second,0,,NULL,,,16.11,NULL
4153,"Mercedes-Benz E-Class 200 Kompressor Elegance",Mercedes-Benz,Bangalore,2011,34000,Petrol,Automatic,Second,10.5,1796,157.7,5,,19,NULL
4154,"Maruti Swift Vdi BSIII",Maruti,Bangalore,2012,62000,Diesel,Manual,First,17.8,1248,75,5,,4.5,NULL
4155,"Mahindra XUV500 W8 4WD",Mahindra,Hyderabad,2012,123600,Diesel,Manual,First,15.1,2179,140,7,,8.25,NULL
4156,"Toyota Etios Liva G",Toyota,Pune,2014,80102,Petrol,Manual,First,17.71,1197,78.9,5,,3.5,NULL
4157,"Mahindra XUV500 W8 4WD",Mahindra,Pune,2013,55000,Diesel,Manual,First,15.1,2179,140,7,,8.5,NULL
4158,"Hyundai Creta 1.6 VTVT S",Hyundai,Hyderabad,2015,48200,Petrol,Manual,First,15.29,1591,121.3,5,,9,NULL
4159,"Honda City i DTEC SV",Honda,Hyderabad,2014,90000,Diesel,Manual,First,26,1498,98.6,5,,6.75,NULL
4160,"Maruti Swift Dzire VDi",Maruti,Hyderabad,2014,123900,Diesel,Manual,First,19.3,1248,73.9,5,,5.4,NULL
4161,"Maruti Wagon R LXI BS IV",Maruti,Delhi,2015,13008,Petrol,Manual,First,20.51,998,67.04,5,,3.5,NULL
4162,"Hyundai EON Era Plus",Hyundai,Hyderabad,2012,60500,Petrol,Manual,First,21.1,814,55.2,5,,2.6,NULL
4163,"Toyota Innova Crysta 2.8 ZX AT",Toyota,Bangalore,2017,53841,Diesel,Automatic,First,11.36,2755,171.5,7,28.05,20.5,26.916221033868094
4164,"Hyundai Creta 1.6 SX Option",Hyundai,Kochi,2017,47183,Petrol,Manual,Second,15.8,1591,121.3,5,15.86,11.31,28.688524590163926
4165,"Maruti Wagon R VXI Plus",Maruti,Kolkata,2018,10000,Petrol,Manual,First,20.51,998,67.04,5,,4.5,NULL
4166,"Mercedes-Benz GL-Class 350 CDI Blue Efficiency",Mercedes-Benz,Chennai,2015,45000,Diesel,Automatic,First,11.3,2987,254.8,7,,56,NULL
4167,"Maruti Celerio VXI",Maruti,Kochi,2017,3923,Petrol,Manual,First,23.1,998,67.04,5,,5.2,NULL
4168,"Mahindra Scorpio SLE BSIV",Mahindra,Delhi,2011,85000,Diesel,Manual,First,12.05,2179,120,8,,5.25,NULL
4169,"Datsun redi-GO T Option",Datsun,Kochi,2018,6279,Petrol,Manual,First,22.7,799,53.64,5,4.05,3.6,11.111111111111105
4170,"Fiat Grande Punto EVO 1.3 Active",Fiat,Pune,2014,74500,Diesel,Manual,First,21.2,1248,75,5,,3.3,NULL
4171,"Hyundai Elantra CRDi SX",Hyundai,Kolkata,2013,42000,Diesel,Manual,First,22.7,1582,126.24,5,,5.85,NULL
4172,"Maruti Swift Dzire LXI",Maruti,Delhi,2014,56510,Petrol,Manual,First,19.1,1197,85.8,5,,3.9,NULL
4173,"Audi A4 2.0 TDI Multitronic",Audi,Delhi,2009,88000,Diesel,Automatic,First,16.55,1968,140,5,,7.98,NULL
4174,"Honda Brio VX AT",Honda,Mumbai,2014,36631,Petrol,Automatic,First,16.5,1198,86.8,5,,4.3,NULL
4175,"Maruti Wagon R LXI BS IV",Maruti,Kolkata,2011,34000,Petrol,Manual,First,18.9,998,67.1,5,,2.25,NULL
4176,"Hyundai i10 Magna 1.1",Hyundai,Ahmedabad,2013,49000,Petrol,Manual,First,19.81,1086,68.05,5,,3.2,NULL
4177,"Hyundai Verna 1.6 SX",Hyundai,Hyderabad,2012,65254,Diesel,Manual,First,22.32,1582,126.32,5,,6.55,NULL
4178,"Hyundai Verna 1.6 SX",Hyundai,Bangalore,2014,95000,Diesel,Manual,Second,22.32,1582,126.32,5,,6.9,NULL
4179,"Maruti Ritz VDi",Maruti,Chennai,2009,83000,Diesel,Manual,First,23.2,1248,73.94,5,,2.95,NULL
